,author,comment,line,true
2616,Malik Abdulgani,"wanjerrrr,ntah knpa ngakakk sndri ga mis wanita .ehamzah ..","Malik Abdulgani: wanjerrrr,ntah knpa ngakakk sndri ga mis wanita .ehamzah ..",0
2617,Aprilia Kristiani,wowww anjiiiirrrrrrrr..........,Aprilia Kristiani: wowww anjiiiirrrrrrrr..........,1
2618,Herul Rastafara,Blaster blang blang endolita hehee,Herul Rastafara: Blaster blang blang endolita hehee,0
2619,Dewi Anjani,Siapa yg mau diisep BANG IPUL ? :D,Dewi Anjani: Siapa yg mau diisep BANG IPUL ? :D,1
2620,Rio Wahyu,"yg gk ngaceng gk sexy yahuddddddddddddy, malah didownload @popular magazine","Rio Wahyu: yg gk ngaceng gk sexy yahuddddddddddddy, malah didownload @popular magazine",0
2621,Vincent Briando,Kok gede amat sih gw jadiin bacol lu,Vincent Briando: Kok gede amat sih gw jadiin bacol lu,1
2622,Dion Octovan,kok gw salfok ke pipinya hhh,Dion Octovan: kok gw salfok ke pipinya hhh,1
2623,Ariana Nur Delvianty,sex chat yuk..  sapa yg mau di balas yah. aku lagi sange banget..... ,Ariana Nur Delvianty: sex chat yuk..  sapa yg mau di balas yah. aku lagi sange banget..... ,1
2624,kamdi gonzales,ha ha om mobi males plg kerumah ,kamdi gonzales: ha ha om mobi males plg kerumah ,1
2625,alth zachil,Inem nih ah suka nya neng...,alth zachil: Inem nih ah suka nya neng...,0
2626,istri guitarist blues,"semoga sasha charissa,tp grace juga kece,see ya inem allvent :'(","istri guitarist blues: semoga sasha charissa,tp grace juga kece,see ya inem allvent :'(",1
2627,misterixxxfiles2,keren semoga gak cuma ada di bioskop,misterixxxfiles2: keren semoga gak cuma ada di bioskop,0
2628,Prasety Tyo,Sasha umurnya berapa ya.,Prasety Tyo: Sasha umurnya berapa ya.,1
2629,FaiZuL CHeLSea,Jom yoshie ke dlm kolam renang..aku rindu mau lihat tetek mu,FaiZuL CHeLSea: Jom yoshie ke dlm kolam renang..aku rindu mau lihat tetek mu,1
2630,firdauzi akmal,greget gue liat embaknya,firdauzi akmal: greget gue liat embaknya,1
2631,Akue Priyono,mak mimik cucu  makkkkkkkkk,Akue Priyono: mak mimik cucu  makkkkkkkkk,1
2632,Rakha Daniswara,Senam malam mana nihhh??,Rakha Daniswara: Senam malam mana nihhh??,1
2633,Max Flare,Muka kalender 2018 dari seribu 3x ngebahas motor,Max Flare: Muka kalender 2018 dari seribu 3x ngebahas motor,0
2634,Fahrizal Firmani,Meski ada marni @fildza_z ,Fahrizal Firmani: Meski ada marni @fildza_z ,1
2635,Ony Syahriall,Pentilnya keliatan mbknya,Ony Syahriall: Pentilnya keliatan mbknya,0
2636,Fanny Heri,KALAU AKU SIAP MING LUCU AKU PERKOSKA: MENTULLMENDUM PEMBANTU dirumah gue.. udah hiteemmm di boking nya,Fanny Heri: KALAU AKU SIAP MING LUCU AKU PERKOSKA: MENTULLMENDUM PEMBANTU dirumah gue.. udah hiteemmm di boking nya,0
2637,irza zain,Ini si mbak inem kan..,irza zain: Ini si mbak inem kan..,0
2638,Ipay Muhammad,Kalau aku naksir kamu ada epeksamping yah gak...tuhh..,Ipay Muhammad: Kalau aku naksir kamu ada epeksamping yah gak...tuhh..,1
2639,FaiZuL CHeLSea,amat besar skali tetek nya,FaiZuL CHeLSea: amat besar skali tetek nya,1
2640,cuy cis,Pasti putingya merah bngtzz,cuy cis: Pasti putingya merah bngtzz,1
2641,Opik Singaraja,klo neng inem jdi tkw gmn jdi.y yahhh???? ,Opik Singaraja: klo neng inem jdi tkw gmn jdi.y yahhh???? ,1
2642,DanieL Eko,"Biarpun gw diLN, mastrubasi mah salah bikin content kaya ginilah.. I AM POPULAR !!","DanieL Eko: Biarpun gw diLN, mastrubasi mah salah bikin content kaya ginilah.. I AM POPULAR !!",0
2643,Joni Bravo,YAAA AKHIRNYA saya bs coliii,Joni Bravo: YAAA AKHIRNYA saya bs coliii,0
2644,Komang Aryasudarma,Sudah lemer semua gk ada yang ketat lagi,Komang Aryasudarma: Sudah lemer semua gk ada yang ketat lagi,1
2645,Dany Anzaputra2,mantappppp....gembolanya. ....melon Bangkok. ...,Dany Anzaputra2: mantappppp....gembolanya. ....melon Bangkok. ...,1
2646,santiko fernandhez,"I love u grace, eemuach","santiko fernandhez: I love u grace, eemuach",1
2647,JA Hidayat,Kwkwkwk ane suka crot di dengar haha,JA Hidayat: Kwkwkwk ane suka crot di dengar haha,0
2648,Om Caboel,Tuannya dimunculin dong... Pengen lihat adegan Inem digodain sama tuan majikannya,Om Caboel: Tuannya dimunculin dong... Pengen lihat adegan Inem digodain sama tuan majikannya,0
2649,Ronald Regand,Inem tania ayu kelewat seksi bikin nafsu,Ronald Regand: Inem tania ayu kelewat seksi bikin nafsu,1
2650,Ali Arza Sirait,Buat bacol  entar ad gantung ya... ,Ali Arza Sirait: Buat bacol  entar ad gantung ya... ,0
2651,Nakagami Shun,njir tadi guru ane kasih liat nih video bilang nya,Nakagami Shun: njir tadi guru ane kasih liat nih video bilang nya,1
2652,Misbah Bibah,Kurang menggoda payah nihh,Misbah Bibah: Kurang menggoda payah nihh,1
2653,Suputre Ni,enak banget tu kygnya ngentot si inem,Suputre Ni: enak banget tu kygnya ngentot si inem,0
2654,Aris Fadilah,yuk inem mama aku lagi cari pembantu rumah tangga ....,Aris Fadilah: yuk inem mama aku lagi cari pembantu rumah tangga ....,1
2655,linda keysa,ah masak sih jadi kepengen nyobak trus,linda keysa: ah masak sih jadi kepengen nyobak trus,0
2656,Tantan Pratama31,Waah sassha makin semok aja. Sering kimpoy ya ,Tantan Pratama31: Waah sassha makin semok aja. Sering kimpoy ya ,1
2657,vlog no limit,Sori kak telat nonton,vlog no limit: Sori kak telat nonton,1
2658,otomotif jadul,kenapa gk sama younglex aja pasti lebih ngehits bgt,otomotif jadul: kenapa gk sama younglex aja pasti lebih ngehits bgt,1
2659,Shodikin,Chanel gk bermutu.. Dosa jariyah,Shodikin: Chanel gk bermutu.. Dosa jariyah,1
2660,Aries Archuleta,Mainin s kembar mntap,Aries Archuleta: Mainin s kembar mntap,1
2661,Sri Muhadir,"Ada temennya dong laki"" sapa tau bisa kasi tips langsung praktek semi"" gtu d tunggu yaa","Sri Muhadir: Ada temennya dong laki"" sapa tau bisa kasi tips langsung praktek semi"" gtu d tunggu yaa",1
2662,FaiZuL CHeLSea,Sassha patut seksi lg..udah lama tak kelihatan tetek,FaiZuL CHeLSea: Sassha patut seksi lg..udah lama tak kelihatan tetek,1
2663,ilham anzil,Video macam apa njerr -_ kenapa gk main bokep aja :v mau dong ngntot ama kmu :v wkwkw,ilham anzil: Video macam apa njerr -_ kenapa gk main bokep aja :v mau dong ngntot ama kmu :v wkwkw,1
2664,konten18 konten,Sasa perjamnya berapa gua mau boking nih lagi sagne,konten18 konten: Sasa perjamnya berapa gua mau boking nih lagi sagne,1
2665,Rony Abimanyu,Jadi haus ya baca komentar..,Rony Abimanyu: Jadi haus ya baca komentar..,1
2666,Wahyu Widodo,Makin gendut aja sasha ,Wahyu Widodo: Makin gendut aja sasha ,1
2667,Cheldon Sooper,Ngapain inem ngelap2 di kamar hotel? Pintunya ada double lock...,Cheldon Sooper: Ngapain inem ngelap2 di kamar hotel? Pintunya ada double lock...,1
2668,firdaus putra,Air mani sudah pancut.....,firdaus putra: Air mani sudah pancut.....,0
2669,Roki crome,rasa Pete jengkol mantab,Roki crome: rasa Pete jengkol mantab,1
2670,Sectors Distors,nihhh br bkin gregetan,Sectors Distors: nihhh br bkin gregetan,1
2671,Indra Siontus,ohhh shitt..mr.p gw hidup,Indra Siontus: ohhh shitt..mr.p gw hidup,1
2672,Deva Nur Aulia,"Kalau para pembantu kaya gitu di rumah, pasti bakal tau liuu.....","Deva Nur Aulia: Kalau para pembantu kaya gitu di rumah, pasti bakal tau liuu.....",0
2673,Play Youtube,"kalo aja bikin video yang kebuka dikit, mungkin yg mau langganan bakal lebih banyak. mungkin lho ya.","Play Youtube: kalo aja bikin video yang kebuka dikit, mungkin yg mau langganan bakal lebih banyak. mungkin lho ya.",1
2674,Ayu Widiyastuti,mirip kyk sibad hostnya,Ayu Widiyastuti: mirip kyk sibad hostnya,0
2675,Santos Budiman,blak2 kn bikin kagum dech,Santos Budiman: blak2 kn bikin kagum dech,0
2676,synnyster A7x,brapa harga lu...dasar jablai.jaga harga diri wanita.ibu saya juga wanita,synnyster A7x: brapa harga lu...dasar jablai.jaga harga diri wanita.ibu saya juga wanita,1
2677,Bagas Gaming,auto fokus k dadax mutia!! menghayal pengen nyentuh,Bagas Gaming: auto fokus k dadax mutia!! menghayal pengen nyentuh,0
2678,Shodikin,Norak + dosa jariyah... Chanel gk bermutu...,Shodikin: Norak + dosa jariyah... Chanel gk bermutu...,0
2679,Mamas Ageng Prastiyo,"Dosennya kaya gini, jadi kurang reccomend ke om air pengen liat semuanya dong sasa","Mamas Ageng Prastiyo: Dosennya kaya gini, jadi kurang reccomend ke om air pengen liat semuanya dong sasa",0
2680,Ardian F.R,Bayangin punya asisten kayak gini ,Ardian F.R: Bayangin punya asisten kayak gini ,1
2681,Ergaza Alkindi,Mukanya ndeso2 bgt tryt!,Ergaza Alkindi: Mukanya ndeso2 bgt tryt!,1
2682,Johan Siregar,#kumisnya bikin menggoda ,Johan Siregar: #kumisnya bikin menggoda ,0
2683,Yes White,"Kalau bugil, lagi banyak yang nonton videonya. Sampai datuk saya pun Luke video nya.. Peeeeewit besarnya tombol channel radio tu. Kalau   dipusing,sedap tu","Yes White: Kalau bugil, lagi banyak yang nonton videonya. Sampai datuk saya pun Luke video nya.. Peeeeewit besarnya tombol channel radio tu. Kalau   dipusing,sedap tu",1
2684,Noval Al Aziz,Tusuk dari belakang mantap ,Noval Al Aziz: Tusuk dari belakang mantap ,0
2685,Ammar UdahGituDoank,Pukul aja bijinya dijamin K.O,Ammar UdahGituDoank: Pukul aja bijinya dijamin K.O,0
2686,Epic View,Coba Masaknya Sambil pakai bikini mungkin lebih siiip...,Epic View: Coba Masaknya Sambil pakai bikini mungkin lebih siiip...,0
2687,andi su,"gra"" photo bukan tri macan ....","andi su: gra"" photo bukan tri macan ....",0
2688,mirza lintang,"agak kurang paham,coba diperagain,atau ada fotonya","mirza lintang: agak kurang paham,coba diperagain,atau ada fotonya",1
2689,iya somplak,Duh.. duh.. duh... neem ineem,iya somplak: Duh.. duh.. duh... neem ineem,1
2690,Kristian Adyasta,Ni orang makannya apa ya..,Kristian Adyasta: Ni orang makannya apa ya..,0
2691,joe joe,semakin tidak ada seksi seksinya sama sekali untuk setiap minggunya,joe joe: semakin tidak ada seksi seksinya sama sekali untuk setiap minggunya,1
2692,Ahmad Erynald,Mending saya temenin mandi nya ya shasa kalo bisa sekalian aja langsung hmhmhm,Ahmad Erynald: Mending saya temenin mandi nya ya shasa kalo bisa sekalian aja langsung hmhmhm,1
2693,Rapi Kom,suroco me just to licinda tancuet,Rapi Kom: suroco me just to licinda tancuet,0
2694,inonk69,Imut eaaaaa kacamatanya,inonk69: Imut eaaaaa kacamatanya,1
2695,Arif Susanto,Pada NGAC KASI LEMANGST POPULAR ! ,Arif Susanto: Pada NGAC KASI LEMANGST POPULAR ! ,0
2696,ARIX BDSS,Yg versi FULL Complete Premium-nya disini Kak Popular-World.com/Apps ,ARIX BDSS: Yg versi FULL Complete Premium-nya disini Kak Popular-World.com/Apps ,0
2697,Pll Fhcdffg,"pengen kenyot putingnya,supaya ah ah ah ah ah","Pll Fhcdffg: pengen kenyot putingnya,supaya ah ah ah ah ah",1
2698,Fatur Rohman,"Vidio nya sebentar""dirasinya","Fatur Rohman: Vidio nya sebentar""dirasinya",0
2699,exo juliano,"mending nyari abg lah..., teteknya masih pada kenceng..., lha ini bocah dua teteknya dah ngondoi gitu, cuma modal dinaekin branya aja biar keliatan kenceng","exo juliano: mending nyari abg lah..., teteknya masih pada kenceng..., lha ini bocah dua teteknya dah ngondoi gitu, cuma modal dinaekin branya aja biar keliatan kenceng",1
2700,Indra Guci,ini judul lagunya apa ya?,Indra Guci: ini judul lagunya apa ya?,1
2701,Gardha Purna Yudha,Ada yg tau ig nya doi? Buat bahan malem ini nih ,Gardha Purna Yudha: Ada yg tau ig nya doi? Buat bahan malem ini nih ,1
2702,Michael panjaitan,Hello! Ini kaka namanya siapa kak? Mau ga kencan sama aku? 1x aja plis... aku jajanin deh :**,Michael panjaitan: Hello! Ini kaka namanya siapa kak? Mau ga kencan sama aku? 1x aja plis... aku jajanin deh :**,1
2703,Jamal Abdulaziz,Mbak Kamu Bintang Bokep ya..,Jamal Abdulaziz: Mbak Kamu Bintang Bokep ya..,0
2704,Syaiful Ramadan,"Mau jiji , hal ae bentukn","Syaiful Ramadan: Mau jiji , hal ae bentukn",0
2705,Hack kerz,Buat gue aja gue isap sambil ku kentoti,Hack kerz: Buat gue aja gue isap sambil ku kentoti,1
2706,Suryanto Aliejadi,Kalau di posisi cwok ini termasuk? Krn sy lbh suka liat cwek sy waxing sih? Efek samping ke alat kelamin ada ga kalau waxing atau bercukur?,Suryanto Aliejadi: Kalau di posisi cwok ini termasuk? Krn sy lbh suka liat cwek sy waxing sih? Efek samping ke alat kelamin ada ga kalau waxing atau bercukur?,1
2707,Andreas Juli,orang kya gini mikirin shalat ngga ya..??,Andreas Juli: orang kya gini mikirin shalat ngga ya..??,1
2708,Indra Baskara,Cara bercinta di motor gimana mba shasha,Indra Baskara: Cara bercinta di motor gimana mba shasha,1
2709,Rinaldy Agustian,ada  yang warna pelangi ga hahaha,Rinaldy Agustian: ada  yang warna pelangi ga hahaha,1
2710,Celepuz Udin,"Iddik gamak""taek kejonk""isikn","Celepuz Udin: Iddik gamak""taek kejonk""isikn",1
2711,Pisseh,Ini baru milf. Gila Larois on kalau lihat body model dong Ya,Pisseh: Ini baru milf. Gila Larois on kalau lihat body model dong Ya,0
2712,timothy gultom,mantab grace ....2 jempol ama mu,timothy gultom: mantab grace ....2 jempol ama mu,1
2713,AURELIUS INANDA,kangkrengane ....akuuu ngacengggggggggggggggg,AURELIUS INANDA: kangkrengane ....akuuu ngacengggggggggggggggg,0
2714,Jon Legato,Cewek mana bini kayak JAV,Jon Legato: Cewek mana bini kayak JAV,0
2715,Yudhi Reviyanto,di majalah tidak kelihatan cd.,Yudhi Reviyanto: di majalah tidak kelihatan cd.,0
2716,Dilan Iskan,Emang tai banget lah thumbnailnya,Dilan Iskan: Emang tai banget lah thumbnailnya,1
2717,Boby Ajah,Ini namanya senam mata dan senam tangan,Boby Ajah: Ini namanya senam mata dan senam tangan,1
2718,RRD production,Kalo indonesia perang hal pertama aku mau nyulik inem,RRD production: Kalo indonesia perang hal pertama aku mau nyulik inem,1
2719,Sukses Amin,coba sambil di praktekin :* ,Sukses Amin: coba sambil di praktekin :* ,1
2720,Codel La Roca,suaramu merdu.. njriiit itu bulunya juga tebel banget asik gilakkk... ,Codel La Roca: suaramu merdu.. njriiit itu bulunya juga tebel banget asik gilakkk... ,1
2721,Zalle88 88,"Masih ga habis pikir yang juara ko icha,hahaha","Zalle88 88: Masih ga habis pikir yang juara ko icha,hahaha",1
2722,Lanang Sismadi,sasha aku udah 10 kali ngecrot liat semua video sasha,Lanang Sismadi: sasha aku udah 10 kali ngecrot liat semua video sasha,1
2723,Rudi Grayhax,Stres Ga sih Dia Tuh...?,Rudi Grayhax: Stres Ga sih Dia Tuh...?,1
2724,anto pratama,jadi ketutupan celemek,anto pratama: jadi ketutupan celemek,1
2725,edy prakmananpara,Buset itu tete enyoy banget.... Udah jadiin. Yukk masak ,edy prakmananpara: Buset itu tete enyoy banget.... Udah jadiin. Yukk masak ,0
2726,pasha arung,tutorial onani min wkwk,pasha arung: tutorial onani min wkwk,1
2727,mr. ilham,LONTE BERPAKAIAN TETAPI TELANJANG,mr. ilham: LONTE BERPAKAIAN TETAPI TELANJANG,0
2728,Teguh Setiadi,"ga dzoom kya versi grace iskandar, durasinya tmbahin donk jd 5mnt..","Teguh Setiadi: ga dzoom kya versi grace iskandar, durasinya tmbahin donk jd 5mnt..",0
2729,Tutorial Gaming,Durasinya kurang lama anday lama knd dpt Adsense bnykk,Tutorial Gaming: Durasinya kurang lama anday lama knd dpt Adsense bnykk,0
2730,Rudy Hermawan,"nilainya 6. besok2 harus cari yang lebih cantik, tinggi, montog, sensual.","Rudy Hermawan: nilainya 6. besok2 harus cari yang lebih cantik, tinggi, montog, sensual.",1
2731,Gilang Satria,emang enak ini irene :),Gilang Satria: emang enak ini irene :),1
2732,crut cristiansen,Fut fut nya namvak.. aduh fusing,crut cristiansen: Fut fut nya namvak.. aduh fusing,1
2733,otomotif jadul,siva aprilia mukanya bokep bgt ya ups ,otomotif jadul: siva aprilia mukanya bokep bgt ya ups ,1
2734,Asep Sunandar,Praktekit cqra pakai dan masukinnya..,Asep Sunandar: Praktekit cqra pakai dan masukinnya..,1
2735,Luthfi Ramadhan,bekos im popular wkwkkw,Luthfi Ramadhan: bekos im popular wkwkkw,1
2736,Basuki Rakhmad,ada pisang ambon mau nggak,Basuki Rakhmad: ada pisang ambon mau nggak,0
2737,Nadzar Pandu Romadhan,Sasha video klipnya kelihatan oke otak juga tuh hahahah ,Nadzar Pandu Romadhan: Sasha video klipnya kelihatan oke otak juga tuh hahahah ,0
2738,I'm Zee,kami suka chyla.. ehh turbo om,I'm Zee: kami suka chyla.. ehh turbo om,0
2739,Yanuar Firmansyah,"kami suka turbo dan yg empuk""","Yanuar Firmansyah: kami suka turbo dan yg empuk""",1
2740,herodeshi nakata nakata,Gila indon artisnya lucah..buka bukaan..,herodeshi nakata nakata: Gila indon artisnya lucah..buka bukaan..,1
2741,Keyla kartika,Khusus Dewasa 18++ aja yaaa ,Keyla kartika: Khusus Dewasa 18++ aja yaaa ,0
2742,Ismail Mail,Silla warna putinya apa???,Ismail Mail: Silla warna putinya apa???,0
2743,Lukman Nurhakim,"jgn cari lagi laah, udah mantap ektingnya..hehehe","Lukman Nurhakim: jgn cari lagi laah, udah mantap ektingnya..hehehe",1
2744,Ahmad Hajir,Taik. Ni akun murni komersil,Ahmad Hajir: Taik. Ni akun murni komersil,0
2745,Hari Nugrahadi,Menyukai aku nyobain punya Kaka jangan cuma teori kan harus d coba sama yang ginian.. hahaha bersama anda di luar nih.. aku suka nonton icip icip hari ini,Hari Nugrahadi: Menyukai aku nyobain punya Kaka jangan cuma teori kan harus d coba sama yang ginian.. hahaha bersama anda di luar nih.. aku suka nonton icip icip hari ini,0
2746,Citra TRN,Marika lokaling susunya gk kuat,Citra TRN: Marika lokaling susunya gk kuat,0
2747,jamaica rastafeet,mohon urat kemaluanya di coba ,jamaica rastafeet: mohon urat kemaluanya di coba ,0
2748,Ahmad Rustandi Tanik,gua entotin tinggi lah teh,Ahmad Rustandi Tanik: gua entotin tinggi lah teh,0
2749,Kutu Loncat,Gigit aku sayang arrrghh,Kutu Loncat: Gigit aku sayang arrrghh,0
2750,cuma iseng,Subscribe chanelku kakak,cuma iseng: Subscribe chanelku kakak,0
2751,Farid Ryco,Aq mau mandi bareng sama sasha,Farid Ryco: Aq mau mandi bareng sama sasha,1
2752,Dhe Flamingo,Muka Andrea bkin s*ange,Dhe Flamingo: Muka Andrea bkin s*ange,1
2753,Rezaldi Aziz,"Duh mau renang bareng mereka nih,adik gwe udah bangun","Rezaldi Aziz: Duh mau renang bareng mereka nih,adik gwe udah bangun",1
2754,Supiati Hadrian,Senang nya liat tania ayu..gede ne...muuuacch..,Supiati Hadrian: Senang nya liat tania ayu..gede ne...muuuacch..,1
2755,Fahmi Smp,"Yg ngaceng ni laki"" smua","Fahmi Smp: Yg ngaceng ni laki"" smua",0
2756,Wisnu Mahaputra,Aku pingin sekali di ajarin sama kang yayan,Wisnu Mahaputra: Aku pingin sekali di ajarin sama kang yayan,1
2757,ga lih,Aku jg g terlihat tuh viewer nya tembem itu wow banget jilat ketek grace sepuasnya,ga lih: Aku jg g terlihat tuh viewer nya tembem itu wow banget jilat ketek grace sepuasnya,0
2758,Arifin Lukito,Inem e suruh kerjo di omahku ae. Beres toch! wkwkwkwk...,Arifin Lukito: Inem e suruh kerjo di omahku ae. Beres toch! wkwkwkwk...,1
2759,Runs Ahn,Ketinggalan seksi bikin aku gk tahan.,Runs Ahn: Ketinggalan seksi bikin aku gk tahan.,0
2760,heri yanto,Orang2 bodoh yg ga punya ibu..memperlakukan wanita seperti itu,heri yanto: Orang2 bodoh yg ga punya ibu..memperlakukan wanita seperti itu,0
2761,Warjo Joe,G ada prakteknya cuma teori doang yg g jelas,Warjo Joe: G ada prakteknya cuma teori doang yg g jelas,0
2762,Didik Prastiawan,"Kalo inemnya kyak gini, majikan mana yg ngk betah di rumah coba","Didik Prastiawan: Kalo inemnya kyak gini, majikan mana yg ngk betah di rumah coba",1
2763,Beujo 1 Putrafratama,jadi pngen dijepit di situ,Beujo 1 Putrafratama: jadi pngen dijepit di situ,0
2764,Dedek Fakhri,astagfirullah . akhir zaman.,Dedek Fakhri: astagfirullah . akhir zaman.,1
2765,rudi purnama,Klo punya babu kek gini pasti asik,rudi purnama: Klo punya babu kek gini pasti asik,0
2766,aldi anggara,Yg motoin tu lain fokusnya,aldi anggara: Yg motoin tu lain fokusnya,1
2767,Zahra Citra,Thanks innformusic you 083873637 the video only show her face??,Zahra Citra: Thanks innformusic you 083873637 the video only show her face??,0
2768,Anto kuya,Gak asik....klo gak ada nyoya gege,Anto kuya: Gak asik....klo gak ada nyoya gege,1
