,author,comment,line,true
1101,Anjay Lover,Yang udah ketangkap pasti nangis ... Belagu aku takut terutama untuk tidak berjatuh. ,Anjay Lover: Yang udah ketangkap pasti nangis ... Belagu aku takut terutama untuk tidak berjatuh. ,0
1102,rose bee,Selamatmenempuh hidup baru bwt Sinyo dn istri...smg samawa ya,rose bee: Selamatmenempuh hidup baru bwt Sinyo dn istri...smg samawa ya,1
1103,Eva Vidiana,Muga densus 88 anti teman2 di Surabaya.,Eva Vidiana: Muga densus 88 anti teman2 di Surabaya.,0
1104,Otum Buanau,"Di gaji cuma 5 juta, selebihnya itu adalah biaya operasinal. Tp di besar-besarkan sama Partai Korupsi Sapi CS seolah-olah mereka bekerja karena uang sebesar 100 juta. Sebetulnya ini strateginya Partai sapi dan HTI untuk membuat masyrakat gak percaya sama Tokoh-tokoh bangsa yg sedang menegakan kembali nilai2 pancasila. Tau kan PKS sama HTI, tujuannya ya mau gantikan pancasila.","Otum Buanau: Di gaji cuma 5 juta, selebihnya itu adalah biaya operasinal. Tp di besar-besarkan sama Partai Korupsi Sapi CS seolah-olah mereka bekerja karena uang sebesar 100 juta. Sebetulnya ini strateginya Partai sapi dan HTI untuk membuat masyrakat gak percaya sama Tokoh-tokoh bangsa yg sedang menegakan kembali nilai2 pancasila. Tau kan PKS sama HTI, tujuannya ya mau gantikan pancasila.",1
1105,Thani Tours,ngapain sih gampang... kayak zach king,Thani Tours: ngapain sih gampang... kayak zach king,0
1106,Yolanda Lee,Pencurian perang keluarga. Kasih sayang halal mas dengan jalan yg baik tetapi kita hanya bisa lewat deh. biar yg siga sebenarnya dari inti sama pertanian timur tupah dari kita semua terlebih dari yg didapat kan sahabat karena perbuatan mereka walaupun kami harus kita awasi seperti itu.,Yolanda Lee: Pencurian perang keluarga. Kasih sayang halal mas dengan jalan yg baik tetapi kita hanya bisa lewat deh. biar yg siga sebenarnya dari inti sama pertanian timur tupah dari kita semua terlebih dari yg didapat kan sahabat karena perbuatan mereka walaupun kami harus kita awasi seperti itu.,0
1107,den bagus,Selama ini anggota tetep dewan keamanan pbb didominasi oleh negara sebagian besar non muslim jd banyak keputusan2 yg tidak berpihak kpd muslim yg tertindas dgn hadirnya indonesia semoga jerusalem bs menjadi ibukota palestina,den bagus: Selama ini anggota tetep dewan keamanan pbb didominasi oleh negara sebagian besar non muslim jd banyak keputusan2 yg tidak berpihak kpd muslim yg tertindas dgn hadirnya indonesia semoga jerusalem bs menjadi ibukota palestina,1
1108,Ati Care-Polery,"Mimpi xdx di Zaman ""Kl Perdani: tembak mati aja","Ati Care-Polery: Mimpi xdx di Zaman ""Kl Perdani: tembak mati aja",0
1109,Rizky Nazrielilham,apa kuraangnya didlm hiduuuungmuuu..,Rizky Nazrielilham: apa kuraangnya didlm hiduuuungmuuu..,0
1110,endless love,Kok ga pernah tersenyum yaaa???,endless love: Kok ga pernah tersenyum yaaa???,1
1111,Alli Anii,"aminnn, pelaku nya hrs dkum mati","Alli Anii: aminnn, pelaku nya hrs dkum mati",1
1112,Sugi Yanti,Paling kumpul shachti nuranimah banget ,Sugi Yanti: Paling kumpul shachti nuranimah banget ,0
1113,Ilyas Rkm,"Gmna cerita nya ni bach liatnya... Btw masih bawa tata ntar balik lagi kalo memetik murah lu buat makan haram jika memilih bpk presiden jokowi saya rasa hukum atau bukan jaksa serius, pembawa acara kabar pa jokowi hanya membangun budik anak yatim yg ujung2nya turun... Ekonomi 2016 kan?? :))","Ilyas Rkm: Gmna cerita nya ni bach liatnya... Btw masih bawa tata ntar balik lagi kalo memetik murah lu buat makan haram jika memilih bpk presiden jokowi saya rasa hukum atau bukan jaksa serius, pembawa acara kabar pa jokowi hanya membangun budik anak yatim yg ujung2nya turun... Ekonomi 2016 kan?? :))",0
1114,Sony Atmaja,"mksdnya apa ini smp komparasi bgni...?sblm era pemerintahan yg skr gw blm prnh lht ada komparasi kinerja antar rezim...dn emg udh sebuah keharusan kan klo tiap era pemerintahan lakuin yg lbh baik?namanya jg politik estafet...gw bkn pro beliau2 ini...tp sejauh yg gw tw...era pa jokowi blm prnh alamin krisis amerika, krisis yunani, hrg minyak dunia diatas 100 dollar/barrel.","Sony Atmaja: mksdnya apa ini smp komparasi bgni...?sblm era pemerintahan yg skr gw blm prnh lht ada komparasi kinerja antar rezim...dn emg udh sebuah keharusan kan klo tiap era pemerintahan lakuin yg lbh baik?namanya jg politik estafet...gw bkn pro beliau2 ini...tp sejauh yg gw tw...era pa jokowi blm prnh alamin krisis amerika, krisis yunani, hrg minyak dunia diatas 100 dollar/barrel.",1
1115,mahembaro mahembaro,Mantap Pak pol ? Sedih sekali kalau KPU harus meninggal kalo saya ada #2019Gantipresiden !,mahembaro mahembaro: Mantap Pak pol ? Sedih sekali kalau KPU harus meninggal kalo saya ada #2019Gantipresiden !,0
1116,Chook Chey,Kelakuan partai PSI/nasdem. Ande kata pak ganjar di Jabar juara umang sesuai prinsip dan korupsi. Kerajaan ane dukung Najib... ,Chook Chey: Kelakuan partai PSI/nasdem. Ande kata pak ganjar di Jabar juara umang sesuai prinsip dan korupsi. Kerajaan ane dukung Najib... ,0
1117,Ismail Mughni,wkwkw Tsamara mengancam hubungan Indonesia dan Rusia.,Ismail Mughni: wkwkw Tsamara mengancam hubungan Indonesia dan Rusia.,1
1118,RIZKY SYATI,Kasian pak smsukanya hitam buat semua kota smua pye pantes hidup sendri.dri tipu dech paling hebat..Giliran ada pengjsha balik jd lurah jelas jelas d perbolehkan ngasih sama pegawai negriku ,RIZKY SYATI: Kasian pak smsukanya hitam buat semua kota smua pye pantes hidup sendri.dri tipu dech paling hebat..Giliran ada pengjsha balik jd lurah jelas jelas d perbolehkan ngasih sama pegawai negriku ,0
1119,Badai Biru,Kompas tv di bayar brapa nih cuma modal galak bakal tuh d pilih presiden2019.,Badai Biru: Kompas tv di bayar brapa nih cuma modal galak bakal tuh d pilih presiden2019.,0
1120,iking ahya,kok bisa pada balik lagi sih orng2 begini k indonesia . knp ga d cabut aja ke warganegaraan nya yang pernh dan yang coba2 masuk isis,iking ahya: kok bisa pada balik lagi sih orng2 begini k indonesia . knp ga d cabut aja ke warganegaraan nya yang pernh dan yang coba2 masuk isis,1
1121,AtmaLing Sansku,biadap yg sangat hebat.. kalo tes dna kalajengking ga akan makan arap.,AtmaLing Sansku: biadap yg sangat hebat.. kalo tes dna kalajengking ga akan makan arap.,0
1122,Wisnu Abadilah,pak jokowe mana coment goh lah lu jagoan geblek matanya yg katanya ngontrak gpp,Wisnu Abadilah: pak jokowe mana coment goh lah lu jagoan geblek matanya yg katanya ngontrak gpp,0
1123,Siti Mukhlisah,Skenario penggembosan terhadap #2019GANTIPRESIDEN,Siti Mukhlisah: Skenario penggembosan terhadap #2019GANTIPRESIDEN,1
1124,Gps Ize,"Kira2 hukumannya apa y...kl cmn naek motor ngacungkan senjata tajam, mengganggu ketertiban umum...jd pingin tau sanksinya","Gps Ize: Kira2 hukumannya apa y...kl cmn naek motor ngacungkan senjata tajam, mengganggu ketertiban umum...jd pingin tau sanksinya",1
1125,ANNUR B. RABIDI,Mgkn ini ngomong apa!!! untuk apa dikejar kreatif dan akan selalu menjadi yg terbawah.. Bukan satuin selesai..Ingat....basmi is otomotif segitu byk d sini....Jenrmas dn telinganya udh tua bngkai wae pak..klo marah yg di tayangin tpi jga negeri ini klau 7an nya emang bukan hak asyik.,ANNUR B. RABIDI: Mgkn ini ngomong apa!!! untuk apa dikejar kreatif dan akan selalu menjadi yg terbawah.. Bukan satuin selesai..Ingat....basmi is otomotif segitu byk d sini....Jenrmas dn telinganya udh tua bngkai wae pak..klo marah yg di tayangin tpi jga negeri ini klau 7an nya emang bukan hak asyik.,0
1126,Irawan Syns,"Semoga sehat slalu bnyak rwn firza yg buat rumh mewah harga motor di incepit lampir sihar gak sampai pegawai persidangan dan hati krn bukan cuma kata dulu, sadarkan dan rating untuk negara sebelum menindah yg akan berkorban untuk tdk ke depan alam sana yg kelakuan demi menyalahkan agamanya tp salahin lah... Saya yakin audit untuk semuanya","Irawan Syns: Semoga sehat slalu bnyak rwn firza yg buat rumh mewah harga motor di incepit lampir sihar gak sampai pegawai persidangan dan hati krn bukan cuma kata dulu, sadarkan dan rating untuk negara sebelum menindah yg akan berkorban untuk tdk ke depan alam sana yg kelakuan demi menyalahkan agamanya tp salahin lah... Saya yakin audit untuk semuanya",0
1127,video herryo,"sangat salut sama warga jateng ya. Saya doakan begitu ngliput Prakoso ada Kalimantan, sumatera taksi banyak orang seperti tapi malah belum mencegah jalan King's Ross !!! ","video herryo: sangat salut sama warga jateng ya. Saya doakan begitu ngliput Prakoso ada Kalimantan, sumatera taksi banyak orang seperti tapi malah belum mencegah jalan King's Ross !!! ",0
1128,poni tiens taipei,Setiap sholat saya jg selalu berdoa Ya allah.  Terimalah Adik Engeline di sisih mu  berikan lah tempat yg nyaman. Yg mulia.  Bagi adik ku Engeline. Amin. Dan semoga orang yg membunuh nya cepat mendapatkan hukum yg setimpal. Baik dari dunia. Maupun  sampai di akherat nanti amin ya robal alamin.  ,poni tiens taipei: Setiap sholat saya jg selalu berdoa Ya allah.  Terimalah Adik Engeline di sisih mu  berikan lah tempat yg nyaman. Yg mulia.  Bagi adik ku Engeline. Amin. Dan semoga orang yg membunuh nya cepat mendapatkan hukum yg setimpal. Baik dari dunia. Maupun  sampai di akherat nanti amin ya robal alamin.  ,1
1129,Ode Hardian,06:38 ajakan yg menang..baru.anda lebay kok aneh2 aja yang bilang..kerja nya tidak setuju banget saya gk suka sandi,Ode Hardian: 06:38 ajakan yg menang..baru.anda lebay kok aneh2 aja yang bilang..kerja nya tidak setuju banget saya gk suka sandi,0
1130,Salma Sal,Sam aliano Ngomong bahasa indonesia aja belepotan kok mau jdi presiden..presiden dari hongkong kli...,Salma Sal: Sam aliano Ngomong bahasa indonesia aja belepotan kok mau jdi presiden..presiden dari hongkong kli...,1
1131,Lancang Kuning,ngomong aja belum beres...wkwkw,Lancang Kuning: ngomong aja belum beres...wkwkw,0
1132,Ijul Decossa,"takuuuut banget ngeliat muka ny muka tmpt tdk boleh ingat, indonesia tdk punya uang karena pasti kalian tembak.. kembali ke jalan yg benar","Ijul Decossa: takuuuut banget ngeliat muka ny muka tmpt tdk boleh ingat, indonesia tdk punya uang karena pasti kalian tembak.. kembali ke jalan yg benar",0
1133,Asri Sri,Berjihad menjadi pemimpin no 1 Minggu...ehmmm... ,Asri Sri: Berjihad menjadi pemimpin no 1 Minggu...ehmmm... ,0
1134,fathur rohman,Alhamdulillah masih ada orang yg seperti ini. semoga di balas dengan balasan yg indah kelak.amin ya alloh ya robbal alamin,fathur rohman: Alhamdulillah masih ada orang yg seperti ini. semoga di balas dengan balasan yg indah kelak.amin ya alloh ya robbal alamin,1
1135,Biwi Bintimi,Jadi pegawai pajak tertulis nya pada blm tahu tentu sebelum dijalan dan sll di jadi sumber doang nya aja kurang dikenal aja sampe tigani.. enak cuma kolestina... makanya fasilitas hitam katakan enak mbelangnya...,Biwi Bintimi: Jadi pegawai pajak tertulis nya pada blm tahu tentu sebelum dijalan dan sll di jadi sumber doang nya aja kurang dikenal aja sampe tigani.. enak cuma kolestina... makanya fasilitas hitam katakan enak mbelangnya...,0
1136,Leosoax Streetprisontattoo Drugsdrunktogether,Psi.. partai sodomi indonesia.. ,Leosoax Streetprisontattoo Drugsdrunktogether: Psi.. partai sodomi indonesia.. ,1
1137,Rahadian Nur Ramadhan,"INI YG BERLIMPAH.., TIDAK MELEDAFE MANCURLATITELE","Rahadian Nur Ramadhan: INI YG BERLIMPAH.., TIDAK MELEDAFE MANCURLATITELE",0
1138,Bambang Tristanto,moga moga jadi soundtrack descendents of the sun 2 ,Bambang Tristanto: moga moga jadi soundtrack descendents of the sun 2 ,1
1139,im ma,"sampe nangis nonton y,,  semoga bapak ini di beri kesehatan umur yg panjang,,  di beri jalan rezeqi yg tak pernah putus aminnn..  .. ","im ma: sampe nangis nonton y,,  semoga bapak ini di beri kesehatan umur yg panjang,,  di beri jalan rezeqi yg tak pernah putus aminnn..  .. ",1
1140,Yuyun Kartiningsih,Selamat pak Ganjar semoga menjadi pelajaran bagi semua orang yg dislike :),Yuyun Kartiningsih: Selamat pak Ganjar semoga menjadi pelajaran bagi semua orang yg dislike :),0
1141,Susy Susi Susi,Kelkelkelkel..hoalah wong indonesia jiaa,Susy Susi Susi: Kelkelkelkel..hoalah wong indonesia jiaa,1
1142,Indy April,Juara koar koar koar doang. Sudah woy Sana: Partainya turun 5000 milyar ntar terbukti ahok jarot kalah tu mukanya.,Indy April: Juara koar koar koar doang. Sudah woy Sana: Partainya turun 5000 milyar ntar terbukti ahok jarot kalah tu mukanya.,0
1143,Ikhsan Isa,buat penghujat MT mudah2an anak lo itu anak hasil selingkuhan orang lain,Ikhsan Isa: buat penghujat MT mudah2an anak lo itu anak hasil selingkuhan orang lain,1
1144,Alya Rahmadhanty,"Orang Strees suka bikin onar, bikin resah warga...  kalo mereka d tangkep, d penjara, dn d pukulin polisi, minta  ampun nangis2.. Giliran udh d tangkep nyesel sama apa yg mereka perbuat! Manfaat nya apa gtu jd geng motor tuh!","Alya Rahmadhanty: Orang Strees suka bikin onar, bikin resah warga...  kalo mereka d tangkep, d penjara, dn d pukulin polisi, minta  ampun nangis2.. Giliran udh d tangkep nyesel sama apa yg mereka perbuat! Manfaat nya apa gtu jd geng motor tuh!",1
1145,Aku Yangter,Ayok pak prangi teroris tembak az biar dutt,Aku Yangter: Ayok pak prangi teroris tembak az biar dutt,1
1146,Vindedle Band,CAMBUK MEREKA PK POLISI LEBIH BAIK DENGAN MENCYPUT TAK SEMUA DAN BEGITU PENGACARA INTERoRNTANYA.,Vindedle Band: CAMBUK MEREKA PK POLISI LEBIH BAIK DENGAN MENCYPUT TAK SEMUA DAN BEGITU PENGACARA INTERoRNTANYA.,0
1147,fitra stojag,Alhamdulillah.  Bersaing sscara sehat normal dan lurus dalam beragama. Tidak menggunakan hal2 yang merugikan orang lain dan agama dan istiadat. Selamat bagi pak ridwan dan wakil semoga amanah djalankan dengan adil dan peduli dngn rakyat jawbar barakallah . Amin amin ya allahuma yarobal allamin . Dan salut bagi yang tidak trpilih menerima dgn iklas dan lapang dada.,fitra stojag: Alhamdulillah.  Bersaing sscara sehat normal dan lurus dalam beragama. Tidak menggunakan hal2 yang merugikan orang lain dan agama dan istiadat. Selamat bagi pak ridwan dan wakil semoga amanah djalankan dengan adil dan peduli dngn rakyat jawbar barakallah . Amin amin ya allahuma yarobal allamin . Dan salut bagi yang tidak trpilih menerima dgn iklas dan lapang dada.,1
1148,Desta Nandia,"Terus basmi belatung"" di negara kita","Desta Nandia: Terus basmi belatung"" di negara kita",1
1149,ARy AErY,Dan knp di loloskan pergi ke suriah coba di pasport di larang masuk ke suriah,ARy AErY: Dan knp di loloskan pergi ke suriah coba di pasport di larang masuk ke suriah,1
1150,Dhika pratama,Kalo anda selalu bisa seperti polisi kita semua .....nambah rumah dpt XP duitt (dn cara licil dan semua dr berita hbis dititipin  itu agar  katanya jihad  tukang  korupsi  karet    2019   smga  mmbesi   mereka  ada yg  hdp  barulah  pa  jokowi mau  tenang  pak  Mario      ikut  condol  terus buat pelajaran hidup loh . ngelak lo ,Dhika pratama: Kalo anda selalu bisa seperti polisi kita semua .....nambah rumah dpt XP duitt (dn cara licil dan semua dr berita hbis dititipin  itu agar  katanya jihad  tukang  korupsi  karet    2019   smga  mmbesi   mereka  ada yg  hdp  barulah  pa  jokowi mau  tenang  pak  Mario      ikut  condol  terus buat pelajaran hidup loh . ngelak lo ,0
1151,Ammar Zaky,"Mengapa Ramlan di dor mati oleh polisi, sedangkan kunci utama adalah dia","Ammar Zaky: Mengapa Ramlan di dor mati oleh polisi, sedangkan kunci utama adalah dia",1
1152,Andre Chelsea,SELAMET BANG TANBOY KIN MASUK TIPI,Andre Chelsea: SELAMET BANG TANBOY KIN MASUK TIPI,1
1153,SKYWALKER SKYWALKER,MENTRI PECATAN KOK JADI CALON PRESIDEN... AERIES SELALU BERGANTI PRESIDEN 2018.....,SKYWALKER SKYWALKER: MENTRI PECATAN KOK JADI CALON PRESIDEN... AERIES SELALU BERGANTI PRESIDEN 2018.....,0
1154,Raja Zetta,Kang dedi sdh kaya hidup di rusia di masa puluhan tahun lalu saya bisa ustad mau nertibkan lalu pencegahan nya kotor,Raja Zetta: Kang dedi sdh kaya hidup di rusia di masa puluhan tahun lalu saya bisa ustad mau nertibkan lalu pencegahan nya kotor,0
1155,Angel Kindra,"awal dalam kondisi seluruh teman di tempat yang lain, marah nya pakai bhisa kharet si anak kelamaan  jd penjahat ngehina presiden pendamping mulu ","Angel Kindra: awal dalam kondisi seluruh teman di tempat yang lain, marah nya pakai bhisa kharet si anak kelamaan  jd penjahat ngehina presiden pendamping mulu ",0
1156,Barbie Aida,Saya rasa Pak Mario punya alasan benar sebagai soaok manusia biasa. Beliau memang penasehat dan bukan Malaikat. Sy melihat kejujuran di ceritanya pak Mario. ,Barbie Aida: Saya rasa Pak Mario punya alasan benar sebagai soaok manusia biasa. Beliau memang penasehat dan bukan Malaikat. Sy melihat kejujuran di ceritanya pak Mario. ,1
1157,Ody Kurnia,Katakan tidak bisa berwisatu ke Kiswinar,Ody Kurnia: Katakan tidak bisa berwisatu ke Kiswinar,0
1158,Greetingch Nchugeng,Ngaca dulu terus teroris...hahaha,Greetingch Nchugeng: Ngaca dulu terus teroris...hahaha,0
1159,uli Rafiq,Semoga pak Jusuf dimana perjalanan hidup yang terjadi dan semoga #2019gantipresident,uli Rafiq: Semoga pak Jusuf dimana perjalanan hidup yang terjadi dan semoga #2019gantipresident,0
1160,Lucia Ferry,idolaku pinter ronatul in this bit.ok prodeo majorry to do dlu!,Lucia Ferry: idolaku pinter ronatul in this bit.ok prodeo majorry to do dlu!,0
1161,Tobias Xavier,This is Indonesia Madam.. be patience and keep humble,Tobias Xavier: This is Indonesia Madam.. be patience and keep humble,1
1162,Yani Hanny,klu saya sih lebih baik tangan d atas dr pd tangan d bawah klu ada bnyak sy kasih banyak klu ada sedikit sy kasih sedikit  terserah dia berbohong atau tidak nya yg penting sy niat nya bersedekah .,Yani Hanny: klu saya sih lebih baik tangan d atas dr pd tangan d bawah klu ada bnyak sy kasih banyak klu ada sedikit sy kasih sedikit  terserah dia berbohong atau tidak nya yg penting sy niat nya bersedekah .,1
1163,Murny Malikaym3,bagusss bisa di plihrakan tidak berbhya,Murny Malikaym3: bagusss bisa di plihrakan tidak berbhya,1
1164,Rico Altua1,Ngomong  aja udh bener Cowo yg namanya Mukhul Mu dadi prabowo Sebaik Munafik :),Rico Altua1: Ngomong  aja udh bener Cowo yg namanya Mukhul Mu dadi prabowo Sebaik Munafik :),0
1165,Fathir Zabira,ancurin aja sampah marah klo ama pecah belah bangsa yg ada kala jengking itu tanah. . . . . ,Fathir Zabira: ancurin aja sampah marah klo ama pecah belah bangsa yg ada kala jengking itu tanah. . . . . ,0
1166,iyoh thea,Subhanallah aku ingin seperti bpk yusuf hamka ,iyoh thea: Subhanallah aku ingin seperti bpk yusuf hamka ,1
1167,Fikri yansyah,"Kecobong semua isi ini!!! Yg menghina pak prabowo, semoga kalian yg nyunsep alias nyiyirr hidup lo cebong!!!","Fikri yansyah: Kecobong semua isi ini!!! Yg menghina pak prabowo, semoga kalian yg nyunsep alias nyiyirr hidup lo cebong!!!",1
1168,Jambrong Wahono,Yasonna Tukang Coli kemana niii kok ga ngasi tau Presiden.,Jambrong Wahono: Yasonna Tukang Coli kemana niii kok ga ngasi tau Presiden.,1
1169,Selambee moon,"satu dunia hormat tokoh yg membangun kan malaysia.. najib perdana menteri yg buat ekonomi malaysia jatuh, serta warga asing yg banyak sampai rakyatnya susah mencari rezeki di negara sendiri","Selambee moon: satu dunia hormat tokoh yg membangun kan malaysia.. najib perdana menteri yg buat ekonomi malaysia jatuh, serta warga asing yg banyak sampai rakyatnya susah mencari rezeki di negara sendiri",1
